MOVIE NAME,IMDB RATING (out of 10)
Putting the Bee in Herbert,6.3
Quacky Doodles Sings the Pledge,6.0
Quacky Doodles Soldiering for Fair,5.6
Quacky Doodles the Cheater,5.5
Quacky Doodles the Early Bird,6.0
Quacky Doodles' Food Crisis,6.9
Quacky Doodles' Picnic,4.5
Queen X,6.4
The Question,6.7
Die Rache der Toten,6.9
Rache des Gefallenen,6.2
"Raffles, the Amateur Cracksman",5.2
The Raggedy Queen,5.3
The Railroad Raiders,7.1
The Rainbow Girl,6.9
Rainbow Island,4.7
The Rainbow,5.5
The Range Boss,7.4
"Rasputin, the Black Monk",5.9
Rauschgold,6.4
Reaching for the Moon,6.5
Rebecca of Sunnybrook Farm,7.3
A Reckless Romeo,5.9
The Recoil,7.4
The Red Ace,6.0
"Red, White and Blue Blood",6.7
The Reed Case,6.5
The Rejuvenator,5.6
The Renaissance at Charleroi,5.1
The Rescue,7.0
The Retreat of the Germans,5.2
Revelj,7.3
Revenge Is Sweet,7.8
The Reward of the Faithless,6.4
A Rich Man's Plaything,6.1
Richard the Brazen,5.0
Der Ring der Giuditta Foscari,5.7
Der Ring des Todes,5.4
The Rise of Jenny Cushing,6.1
A Roman Cowboy,6.8
A Romance of the Redwoods,6.3
Roping Her Romeo,4.7
The Rose of Blood,6.6
Rosie O'Grady,7.7
The Rough House,5.2
A Royal Romance,5.5
Rubbing It In,6.0
Runaway Romany,4.8
Das Rätsel von Bangalor,5.3
A Régiséggyüjtö,7.5
Sacrifice,6.1
The Saddle Girth,7.0
Safety First,6.4
The Saint's Adventure,6.2
The Saintly Sinner,6.4
Los saltimbanquis,5.4
Sapho,6.2
Satan Triumphant,6.2
Satan's Private Door,5.8
The Savage,6.4
The Sawdust Ring,4.8
Scandal,5.2
The Scarlet Car,8.5
The Scarlet Crystal,6.0
The Scarlet Letter,6.2
The Scarlet Pimpernel,6.3
Scepter of Suspicion,6.7
A School for Husbands,6.1
The Scrapper,7.5
The Scrub Lady,6.3
The Sea Master,5.8
The Secret Game,7.3
The Secret Man,6.6
The Secret of Black Mountain,4.7
The Secret of Eve,5.4
The Secret of the Storm Country,5.4
Secrets of a Beauty Parlor,5.5
Die Seeschlacht,6.5
A Self-Made Widow,6.2
Nobody's Son,6.5
The Serpent's Tooth,6.7
Seven Deadly Sins,7.0
Seven Keys to Baldpate,6.7
The Seven Pearls,6.0
The Seven Swans,5.0
Shadowing Henry,6.6
She,5.7
She Needed a Doctor,6.1
Shirley Kaye,5.6
The Show Down,5.9
The Silent Lady,5.7
The Silent Lie,6.4
The Silent Man,6.7
The Silent Master,6.2
The Silent Partner,5.4
Silnyi chelovek,6.9
Sin egen slav,7.1
El sino manda,5.5
Sins of Ambition,6.3
The Siren,7.3
Sirens of the Sea,5.6
Sister Against Sister,5.5
Six Cylinder Love,5.5
Six-Shooter Justice,5.5
The Sixteenth Wife,6.5
Skidding Hearts,5.2
Skinner's Baby,6.9
Skinner's Bubble,5.9
Skinner's Dress Suit,6.2
Skuggan av ett brott,6.8
The Slacker's Heart,7.1
The Slacker,6.6
The Slave,7.1
Sleeping Fires,5.8
The Small Town Girl,6.3
Smith,7.0
Snap Judgment,5.7
The Social Leper,7.3
Society's Driftwood,6.1
A Soft Tenderfoot,6.2
Une soirée mondaine,7.8
Sold at Auction,6.2
La sombra del polaco,7.1
Some Boy,5.2
The Son of His Father,6.8
A Son of the Hills,6.6
The Soul Herder,6.5
The Soul of a Magdalen,7.4
Souls Adrift,4.5
Souls Triumphant,8.3
Souls in Pawn,6.3
Southern Justice,6.2
Southern Pride,6.3
Sowers and Reapers,3.2
La soñadora,5.1
Speed,4.9
Sphynx,7.5
The Spindle of Life,6.8
Die Spinne,5.4
The Spirit of Lafayette,6.6
Das Spitzentuch der Fürstin Wolkowska,5.4
Spliced and Iced,6.3
The Spotted Lily,3.4
The Spreading Dawn,6.9
The Square Deal Man,6.1
A Square Deal,5.1
The Square Deceiver,6.6
The Squaw Man's Son,6.5
Stars and Bars,2.8
Step Lively,7.8
The Stolen Paradise,7.1
The Stolen Play,6.6
The Stolen Treaty,7.2
Stop! Luke! Lose!,6.8
A Stormy Knight,5.6
Straight Shooting,5.7
The Streets of Illusion,6.3
A Studio Stampede,7.2
The Submarine Chasers,7.4
The Submarine Eye,6.1
The Sultan's Wife,7.3
Sunlight's Last Raid,6.5
Sunny Jane,6.3
The Sunset Trail,6.2
A Sunset,6.2
Sunshine and Gold,6.1
Susan's Gentleman,6.3
Susie of the Follies,6.2
Susie the Sleepwalker,7.3
Susie's Scheme,7.1
Swearing Off,6.2
St. Peter's Umbrella,7.2
Secret of St. Job Forest,8.6
A Tale of Two Cities,7.5
A Tale of Two Nations,7.4
El talismán,5.5
Taming Target Center,6.2
Tangled Lives,5.1
Tatárjárás,6.8
Tavasz a télben,6.2
Tears of the kingdom,5.2
The Tell-Tale Step,5.5
Teni liubvi,7.5
Tepeyac,7.2
A Man There Was,5.4
The Terror,6.0
The Texas Sphinx,6.2
Thais,5.3
That Night,5.6
Their Compact,6.4
Think It Over,4.8
Thirst,5.5
This Is the Life,5.4
Wanted - A Film Actress,5.3
Those Without Sin,7.5
Thou Shalt Not Steal,7.4
Threads of Fate,7.5
The Tides of Barnegat,7.9
The Tiger Woman,5.2
The Tigress,5.7
Tillie Wakes Up,6.2
Tillie of the Nine Lives,6.1
Time Locks and Diamonds,5.4
To Honor and Obey,5.5
To the Death,6.3
To the Highest Bidder,6.2
Told at Twilight,6.1
Tom Jones,6.7
Tom Sawyer,6.5
Tom and Jerry,5.7
Too Much Henry,5.4
The Tornado,7.9
El toro fenómeno,7.0
The Trail of Hate,5.9
Transgression,5.6
Treason,6.9
Las tribulaciones de Querubín,6.8
A Trip Through China,7.8
Triste crepúsculo,6.5
Triumph,6.7
A Trooper of Troop K,6.0
Tropas Portuguesas no Front,6.0
The Trouble Buster,6.2
Trouble Makers,5.9
True Love and Fake Money,7.1
Tsvety zapozdalye,6.3
Twin Kiddies,6.5
Two Crooks,5.7
Two Little Imps and a luke lose,6.9
Two Men and a Woman,6.2
The Girl from the Marsh Croft,6.8
Ulbo Garvema,6.4
Ultus and the Three-Button Mystery,7.3
Unconquered,6.1
Under False Colors,7.1
Under Handicap,5.7
The Undying Flame,5.2
Uneasy Money,6.6
Unge hjerter,6.8
Unknown 274,6.9
Das unruhige Hotel,6.1
The Untamed,7.4
Until They Get Me,6.8
The Upper Crust,5.7
The Last Dawn,6.1
The Valentine Girl,6.4
The Varmint,6.4
Vaya remojón,6.2
Vem sköt?,6.2
Vengeance - and the Woman,6.9
Vengeance of the Dead,6.5
Venus Victrix,4.3
La verdad,6.7
Das Verhängnis der schönen Susi,6.9
The Vicar of Wakefield,6.7
The Victim,5.0
Victoria,6.3
Villa of the Movies,6.5
Vindicator,6.9
En vinternat,7.2
The Voice of Conscience,7.0
The Voice on the Wire,6.7
The Volunteer,7.2
Värdshusets hemlighet,5.5
The Red Samson,6.1
The Waiting Soul,6.4
War Prides,7.6
War and the Woman,5.4
The War of the Tongs,6.6
The Warfare of the Flesh,6.8
We Never Sleep,6.3
The Weavers of Life,5.8
The Web of Desire,5.6
Webb Singing Pictures,5.7
Wee Lady Betty,6.5
Wenn Frauen lieben und hassen,5.6
Wenn Tote sprechen,6.2
When Four Do the Same,6.6
When Baby Forgot,4.7
When Ben Bolted,5.3
When False Tongues Speak,6.1
When a Man Sees Red,5.7
The Whip,6.3
The White Raven,6.9
Who Goes There?,5.5
Who Is Number One?,5.9
Who Was the Other Man?,5.9
Who's Looney Now?,6.6
Who's Your Neighbor?,5.2
Why Henry Left Home,6.3
Wife Number Two,7.5
A Wife on Trial,4.1
A Wife's Folly,6.2
Wild and Woolly,6.4
The Window Dresser's Dream,5.5
The Winged Mystery,6.5
The Winning Punch,6.1
The Winning of Sally Temple,5.8
The Wishbone,6.6
Within the Law,5.9
Wits and Fits,5.1
Wolf Lowry,4.4
The Wolf and His Mate,6.9
A Woman Alone,5.8
The Woman God Forgot,6.4
"Womanhood, the Glory of the Nation",6.5
Wooden Shoes,6.8
The World Apart,6.5
Wrath,6.7
Wrath of Love,7.4
The Wrong Man,5.8
Yankee Pluck,5.1
The Yankee Way,5.9
The Yellow Bullet,6.2
Young Mother Hubbard,5.8
Your Obedient Servant,6.3
Youth,5.9
Za schastem,6.2
Zhizn trekh dney,7.2
Zollenstein,5.8
The Zone of Death,7.2
Master Zoard,5.7
¿Quién me hará olvidar sin morir?,7.0
Jean the Tenant,6.3
The Last Indian Attack,6.6
"$5, 000 Reward",5.8
'Tis Tough to Be Tender,5.4
99,5.4
A.W.O.L.,7.5
The Accident Attorney,4.9
The Accidental Honeymoon,5.1
Ace High,5.6
An Ace and a Joker,4.6
Adam Bede,6.3
The Adventure Shop,6.2
After Twenty Years - Porto Rico,6.6
The Agonies of Agnes,5.0
Algie's Romance,5.0
Ali Baba and the Forty Thieves,5.8
All Night,3.9
All Woman,4.4
All the World to Nothing,5.7
Sacrifice,6.7
Alraune,6.3
Amarilly of Clothes-Line Alley,6.8
America's Answer,3.4
American Buds,7.0
American Troops on Furlough,5.7
Amerikaansche meisjes,6.8
Among the Cannibal Isles of the South Pacific,6.5
Amor parricida,5.7
André Cornélis,7.2
Ann's Finish,4.9
Anna Karenina,4.3
Annexing Bill,5.0
The Answer,6.1
Antigua,4.5
El apache de Londres,5.2
Aphrodite,6.6
Appearance of Evil,6.1
Man of Gold,5.3
Are Crooks Dishonest?,6.4
Arizona,6.0
Around the World in Nine Minutes,5.4
The Art Bug,6.8
Cupid's Rival,5.0
Ashes of Love,6.0
At the Front,6.0
At the Mercy of Men,6.3
The Atom,5.8
Au paradis des enfants,6.2
The Eyes of the Mummy,6.2
El aventurero misterioso,5.6
Los aventureros del crimen,6.5
The Awakening,6.0
A Bachelor's Children,5.8
Back to the Balkans,7.6
Back to the Woods,6.0
Back to the Woods,5.7
Bajada del ángel en Tudela,7.2
The Battle Royal,5.9
Battling Jane,7.1
Beans,7.5
Bears and Bad Men,6.6
Beat It,6.3
Beauty and the Rogue,7.3
Beauty in Chains,6.4
Bees in His Bonnet,5.6
Before and After Taking,6.1
"Believe Me, Xantippe",6.6
The Bell Boy,6.3
The Bells,6.3
The Beloved Blackmailer,6.8
The Beloved Rogue,5.4
The Beloved Traitor,3.5
The Outlaw and His Wife,7.4
The Better Half,6.1
Betty Wakes Up,5.5
Betty Takes a Hand,5.3
Beware of Strangers,6.7
The Big Idea,6.0
The Biggest Show on Earth,5.8
The Bird of Prey,7.2
Blackie's Redemption,6.3
Die blaue Laterne,6.5
The Blind Adventure,5.1
The Blindness of Divorce,6.9
The Blue Bird,6.3
'Blue Blazes' Rawden,6.6
Blue-Eyed Mary,5.1
Bobby Bumps Becomes an Ace,5.3
Bobby Bumps Caught in the Jamb,7.8
Bobby Bumps Films a Fire,5.7
Bobby Bumps' Incubator,5.5
Bobby Bumps Out West,7.4
Bobby Bumps Puts a Beanery on the Bum,5.5
Bobby Bumps and the Speckled Death,5.8
Bobby Bumps at the Dentist,7.1
Bobby Bumps in Before and After,6.2
Bobby Bumps on the Doughnut Trail,6.6
Bobby Bumps on the Road,6.5
Bobby Bumps' Disappearing Gun,5.5
Bobby Bumps' Fight,6.4
The Bond,6.1
The Bonds That Tie,6.1
Bonnie Annie Laurie,6.5
The Border Legion,6.1
Border Raiders,5.7
The Border Wireless,6.1
Borrowed Clothes,7.2
Bosquejo cinematográfico,4.6
Bound in Morocco,5.4
Boundary House,4.6
Brace Up,7.1
Branding Broadway,6.4
The Brass Bullet,4.6
The Brass Check,7.0
Brave and Bold,5.9
The Bravest Way,7.0
Bread,6.6
Breakers Ahead,6.4
Bride and Gloom,5.8
The Bride of Fear,5.6
The Bride's Awakening,5.1
Britain's Far Flung Battle Line,6.8
Broadway Bill,6.1
Broadway Love,6.6
A Broadway Scandal,6.0
Brown of Harvard,5.7
Die Brüder Karamasoff,6.7
Buchanan's Wife,6.5
The Bull's Eye,5.4
A Bullet for Berlin,4.4
Bulling the Bolshevik,6.1
Bums and Boarders,7.4
The Burden of Proof,5.6
The Burglar Alarm,5.4
A Burglar for a Night,7.1
The Business of Life,6.2
The Cabaret Girl,5.9
The Caillaux Case,5.7
A Camouflage Kiss,7.7
The Captain's Captain,6.0
Captain Fracasse,6.1
Captured German Prisoners,6.3
Carmen,5.3
Carmen of the Klondike,6.4
Casanova,4.4
Caught in the Act,3.0
The Cavell Case,5.4
Cecilia of the Pink Roses,6.0
Cheating the Public,7.4
The Chief Cook,7.3
Chinese Co-operation in the War,4.7
A Christmas Fantasy,6.2
Chumps and Cops,6.3
The City Slicker,5.6
The City of Dim Faces,5.7
The City of Purple Dreams,6.3
The City of Tears,5.0
The Claim,6.8
The Claw,5.5
The Claws of the Hun,5.4
Clouds That Smile,6.2
The Clutch of Circumstance,6.6
Codicia,6.7
Colomba,6.1
Colonel Theodore Roosevelt's Expedition Into the Wilds,7.6
Come on In,5.7
Confession,6.5
The Cook,7.8
A Coorial on the Orinoco,7.4
La cortina verde,5.8
The Craving,6.6
Nye dlya deneg radivshisya,5.9
The Cross Bearer,6.5
The Cruise of the Make-Believes,6.8
Soldiers of the Emperor,6.9
The Ugly Boy,6.2
Cupid Angling,5.1
Cupid's Roundup,6.2
The Curse of Iku,6.7
"Cyclone Higgins, D.D.",7.0
A Dam Catastrophe,6.8
Dame Nature's Love,6.0
The Danger Game,6.6
The Danger Mark,6.3
Danger Within,4.8
"Danger, Go Slow",6.7
A Daughter of France,6.1
A Daughter of Uncle Sam,7.5
A Daughter of the Old South,6.6
The Dawn of Understanding,6.8
De Luxe Annie,7.4
The Death Dance,6.3
The Debt of Honor,7.3
The Deciding Kiss,6.5
The Decoy,6.8
The Demon,6.1
Desert Law,6.7
Deuce Duncan,6.2
The Devil Dodger,7.9
Devil Dogs,6.9
Devil Dogs,6.2
The Devil's Wheel,6.4
The Story of Dida Ibsen,6.4
A Diplomatic Mission,5.8
The Divine Sacrifice,6.7
The Tenth Symphony,7.3
Do You Love Your Wife?,7.1
The Doctor and the Woman,7.0
Dodging a Million,6.9
A Dog's Life,5.8
Doing Their Bit,6.6
A Doll's House,6.1
Dombey and Son,5.4
Dominica,6.3
The Doughboy,6.2
Draft 258,6.7
The Draft Board,5.4
The Dream Lady,5.3
Das Dreimäderlhaus,5.9
De duivel,6.6
The Eagle's Eye,6.8
The Eagle,6.6
Ecce Homo,6.9
Efficiency,6.8
Wanted a Wife,6.7
The Eleventh Commandment,7.1
The Embarrassment of Riches,5.7
The Empty Cab,5.6
The Enemy Within,6.6
Es werde Licht! 3. Teil,6.1
La España trágica o Tierra de sangre,5.5
Eve's Daughter,5.0
Every Mother's Son,5.6
Everywoman's Husband,5.9
An Ex-Cannibal Carnival,5.3
The Extra-Quick Lunch,6.5
Eye for Eye,5.9
The Eyes of Julia Deep,5.6
The Eyes of Mystery,6.0
The Face in the Dark,7.5
The Fair Pretender,6.2
The Rosentopf Case,5.0
Fallen Angel,5.9
Fame and Fortune,6.8
The Family Skeleton,6.9
Fan Fan,6.9
"Fare, Please",7.1
Farms and Fumbles,6.3
Fast Company,6.4
The Fatal Marriage,7.7
Fedora,6.2
The Fickle Blacksmith,6.9
The Merry Jail,6.0
A Fight for Millions,4.9
Fighting Along the Piave,5.1
The Fighting Grin,5.0
Find the Woman,5.2
Finest on Four Feet,4.8
The Finger of Justice,5.5
The Firebrand,5.2
The Firefly of France,5.3
Fireman Save My Child,5.2
Fires of Youth,4.8
The First Law,5.7
A Fisherless Cartoon,7.2
Five Thousand an Hour,6.0
The Fjords of Norway,7.6
Flare-Up Sal,7.3
The Flash of Fate,4.7
The Floor Below,6.8
Flower of the Dusk,7.5
Flying with the Marines,5.5
Follow the Crowd,5.5
For Freedom,6.0
For Husbands Only,5.5
For Sale,6.2
The Forbidden City,6.5
The Forbidden Path,5.1
Frauds and Frenzies,6.6
Frei Bonifácio,7.0
Freight Investigation,5.6
Friend Husband,5.6
Fuhrmann Henschel,6.9
Funchal,6.2
The Further Adventures of Stingaree,5.6
Fuss and Feathers,5.4
The Lighthouse Keeper's Daughter,6.2
A Game with Fate,6.4
Gas Logic,6.2
A Gasoline Wedding,6.8
The Gates of Gladness,6.2
The Geezer of Berlin,5.6
Getaway Kate,6.9
The Ghost Flower,7.2
The Ghost of Rosy Taylor,6.6
The Ghost of Slumber Mountain,6.8
The Ghosts of Yesterday,7.5
Ghost of the Rancho,5.7
The Girl Who Came Back,6.9
The Girl Who Stayed at Home,6.2
The Girl Who Wouldn't Quit,4.6
The Girl with the Champagne Eyes,7.2
The Girl from Downing Street,7.5
The Girl in the Dark,6.8
The Girl of Today,6.1
Glimpses of Gascony,6.6
The Glorious Adventure,6.6
"Go West, Young Man",5.7
The Goat,6.8
"God Bless Our Red, White and Blue",5.5
The Goddess of Lost Lake,6.3
The Golden Wall,7.3
Der goldene Pol,5.9
"Good Night, Nurse!",5.8
"Good Night, Paul",6.7
The Good Sport,7.7
The Grain of Dust,5.3
The Grand Passion,5.9
The Great Adventure,5.1
The Great Game,5.5
The Great Love,6.2
The Great Romance,6.8
The Greatest Gift,6.2
The Greatest Thing in Life,6.4
Green Eyes,7.1
The Guilt of Silence,6.1
The Gulf Between,6.0
The Gun Woman,6.2
The Gypsy Trail,5.6
Hands Down,6.7
Happy Though Married,6.7
The Hard Rock Breed,6.7
He Comes Up Smiling,5.6
Headin' South,3.8
Hear 'Em Rave,6.6
The Heart of Humanity,5.4
The Heart of Romance,6.3
The Heart of a Girl,6.1
Heart of the Wilds,6.8
A Heart's Revenge,6.2
Hearts of the World,6.8
Hearts or Diamonds?,5.7
Heiress for a Day,6.8
Hell Bent,4.7
The Hell Cat,6.9
Hell's Crater,5.9
Hello Trouble,5.5
Helping McAdoo,6.4
Henriette Jacoby,7.0
Her Body in Bond,7.1
Her Boy,6.1
Her Decision,7.0
Her Final Reckoning,7.6
Her Great Chance,5.0
Her Inspiration,7.0
Her Man,5.2
Her One Mistake,6.2
Her Only Way,6.7
Her Price,7.3
Here Come the Girls,6.6
Hey There,6.1
Hickory Hiram,6.2
The Hidden Pearls,7.2
"Hide and Seek, Detectives",5.6
The Hillcrest Mystery,7.0
Hindle Wakes,4.6
The Hired Man,6.8
His Bonded Wife,7.0
His Day Out,6.4
His First Love,4.7
"His Majesty, Bunker Bean",6.5
His Official Fiancée,6.0
His Own People,5.5
His Robe of Honor,6.6
His Royal Highness,6.2
His Smothered Love,6.5
His Temporary Wife,6.7
Hit Him Again,6.5
Hit-the-Trail Holliday,6.5
Hitting the High Spots,7.8
Hitting the Trail,6.8
"Home, James",6.4
O Homem dos Olhos Tortos,7.2
An Honest Man,7.5
The Honest Thief,5.8
The Honor of His House,6.6
A Hoosier Romance,5.3
Hoot Mon!,6.1
The Hopper,5.5
Hospital Orderlies,6.0
Hotel De Mutt,6.4
The House of Glass,5.8
The House of Gold,6.5
The House of Hate,6.2
The House of Mirth,6.7
The House of Silence,5.5
"How Could You, Caroline?",6.2
"How Could You, Jean?",6.5
Huck and Tom,5.9
"Hugon, the Mighty",7.2
Humdrum Brown,5.0
The Hun Within,5.7
Hungry Eyes,6.9
Huns and Hyphens,4.8
Hunting Big Game in the North,5.9
Hunting the U-Boats,6.2
I Love You,5.8
I Want to Forget,5.8
I'll Say So,7.8
"Ikarus, der fliegende Mensch",5.3
Impossible Susan,7.7
The Impostor,7.8
In Judgment of...,5.7
In Pursuit of Polly,7.6
In the Hollow of Her Hand,6.6
In the Silver Country,4.9
"Independence, B'Gosh",6.1
Innocent's Progress,7.1
Inside the Lines,5.8
Los intereses creados,5.2
The Interloper,5.9
The Invasion of Britain,6.2
The Iron Test,6.7
It's a Wild Life,8.0
Italy's Flaming Front,5.3
"Jack Spurlock, Prodigal",5.3
A Japanese Nightingale,5.3
Jettchen Gebert's Story,5.3
Jilted Janet,5.9
Joan of Plattsburg,6.2
Johanna Enlists,5.3
Joining the Tanks,4.5
Journey's End,4.8
Jules of the Strong Heart,5.8
Just Peggy,7.5
Just Rambling Along,5.2
Júdás,5.5
"Kaieteur, the Perfect Cataract",4.9
Kaiser's Finish,5.8
The Kaiser's New Dentist,5.6
The Kaiser's Shadow,6.4
"The Kaiser, the Beast of Berlin",6.1
"Keimendes Leben, Teil 1",5.4
The Key to Power,5.2
Kicked Out,7.3
Kicking the Germ Out of Germany,5.7
The Kid Is Clever,5.5
Kidder and Ko,6.1
Kids,6.3
Kilauea: The Hawaiian Volcano,6.5
Kildare of Storm,5.8
King Social Briars,7.4
The Kingdom of Youth,6.6
Kiss or Kill,6.7
The Kitchen Lady,6.1
The Knife,6.1
Know Your Neighbor,7.0
De kroon der schande,6.1
Kultur,5.5
Károly bakák,6.9
The Lady of the Dugout,4.7
A Lady's Name,6.2
"Lafayette, We Come",5.8
The Lamb,6.3
Landing a Spy,6.2
The Landloper,5.6
Laughing Bill Hyde,5.4
Lawless Love,5.7
"Lead, Kindly Light",5.7
The Leak,5.8
Leap to Fame,6.4
The Legion of Death,6.3
Lend Me Your Name,4.5
The Leopard's Spots,6.8
Less Than Kin,5.8
The Lesson,6.8
Lest We Forget,7.7
Let's Get a Divorce,5.3
Let's Go,5.8
A leányasszony,5.5
The Liar,6.0
Liberty Bond Jimmy,7.4
The Lie,6.4
Die Liebe des Van Royk,6.0
The Life Mask,7.3
Life Savers,6.6
Life or Honor?,6.5
The Light Within,5.7
The Light of Western Stars,5.9
Lili,6.1
Limousine Life,4.7
The Lion's Claws,6.5
Little Miss Hoover,5.3
Little Orphant Annie,5.6
Little Red Decides,6.4
A Little Sister of Everybody,6.0
Little Women,4.6
Loaded Dice,7.6
The Locked Heart,5.3
Lodsens datter,7.6
"Look Pleasant, Please",7.5
A Lot of Bull,6.5
The Love Cheat,6.2
Love Me,5.7
The Love Swindle,6.2
Love Watches,7.4
"Lu, the Coquette",5.7
The Lure of Luxury,3.5
The Lure of the Circus,6.8
M'Liss,7.3
Maciste sonnambulo,5.3
Madam Who?,6.5
Madame Jealousy,4.8
Madame Sphinx,7.4
Madame Spy,8.2
The Magic Eye,5.1
Maid o' the Storm,5.5
The Make-Believe Wife,6.4
The Making of a Sailor,7.0
Mal de Espanha,6.7
Malmequer,6.3
Mammon and the Archer,6.9
The Man from Funeral Range,8.3
The Man Who Woke Up,5.7
The Man Who Won,6.0
The Man Who Wouldn't Tell,6.2
The Man of Bronze,6.4
A Man's World,6.3
Manobras do Campo Entrincheirado,6.4
The Mantle of Charity,6.3
El manuscrito de una madre,6.8
Marionetten,4.5
The Marionettes,4.6
Marked Cards,6.5
Market Days and Festivals,6.0
Marriage,5.8
The Marriage Lie,5.2
The Marriage Ring,6.5
Marriages Are Made,6.4
The Married Virgin,4.8
Mary Ann,5.7
The Mask,7.2
Masks and Faces,4.3
Matching Billy,7.4
The Matinee Girl,6.7
The Mating,6.5
Meeting Theda Bara,3.8
The Menace,6.5
Merely Players,5.7
Mexico Today,5.5
Mexico Today,6.9
Mexico's Floating Gardens,6.5
Mickey,4.6
The Midnight Burglar,4.6
Midnight Madness,7.1
The Midnight Trail,5.3
Midst Peaceful Scenes,6.5
Milady o' the Beanstalk,5.4
Mile-a-Minute Kendall,7.0
The Million Dollar Dollies,5.5
Mirandy Smiles,6.9
Miss Ambition,6.5
Miss Innocence,6.4
Miss Meri,6.6
Miss Mischief Maker,5.0
Missing,7.5
A Model's Confession,6.3
Modern Love,5.9
